icao,name,city,state,country,lat,lon,timezone_id,mississippi_direction
KRDM,Roberts Fld,Redmond,OR,US,44.2540689,-121.1499714,America/Los_Angeles,WEST
KRDU,Raleigh-Durham Intl,Raleigh/Durham,NC,US,35.8776389,-78.7874722,America/New_York,EAST
KRED,Red Lodge,Red Lodge,MT,US,45.1848333,-109.2577097,America/Denver,WEST
KREI,Redlands Muni,Redlands,CA,US,34.08525,-117.1463889,America/Los_Angeles,WEST
KRFD,Chicago/Rockford Intl,Chicago/Rockford,IL,US,42.1953611,-89.0972222,America/Chicago,EAST
KRFG,Rooke Fld,Refugio,TX,US,28.2958167,-97.3259719,America/Chicago,WEST
KRFI,Rusk County,Henderson,TX,US,32.1417228,-94.8517281,America/Chicago,WEST
KRGK,Red Wing Rgnl,Red Wing,MN,US,44.5893611,-92.4849722,America/Chicago,EAST
KRHI,Rhinelander/Oneida County,Rhinelander,WI,US,45.6309006,-89.4666278,America/Chicago,EAST
KRHP,Western Carolina Rgnl,Andrews,NC,US,35.1952297,-83.8630386,America/New_York,EAST
KRHV,Santa Clara County,San Jose,CA,US,37.3328611,-121.8198056,America/Los_Angeles,WEST
KRIC,Richmond Intl,Richmond,VA,US,37.5051811,-77.3197386,America/New_York,EAST
KRID,Richmond Muni,Richmond,IN,US,39.7560833,-84.8426944,America/Indiana/Indianapolis,EAST
KRIF,Richfield Muni,Richfield,UT,US,38.7341111,-112.1015833,America/Denver,WEST
KRIL,Rifle Garfield County,Rifle,CO,US,39.5266067,-107.7279869,America/Denver,WEST
KRIR,Flabob,Riverside/Rubidoux/,CA,US,33.9887875,-117.4099097,America/Los_Angeles,WEST
KRIU,Rancho Murieta,Rancho Murieta,CA,US,38.4867778,-121.1027778,America/Los_Angeles,WEST
KRIV,March Arb,Riverside,CA,US,33.8819433,-117.2590169,America/Los_Angeles,WEST
KRIW,Central Wyoming Rgnl,Riverton,WY,US,43.06425,-108.4598333,America/Denver,WEST
KRJD,Gooden Airpark,Ridgely,MD,US,38.9701133,-75.8663244,America/New_York,EAST
KRKD,Knox County Rgnl,Rockland,ME,US,44.0601422,-69.0996697,America/New_York,EAST
KRKP,Aransas County,Rockport,TX,US,28.0862222,-97.0436944,America/Chicago,WEST
KRKR,Robert S Kerr,Poteau,OK,US,35.0216389,-94.62125,America/Chicago,WEST
KRKS,Southwest Wyoming Regional,Rock Springs,WY,US,41.5942222,-109.0651944,America/Denver,WEST
KRKW,Rockwood Muni,Rockwood,TN,US,35.9223333,-84.6897778,America/Chicago,EAST
KRLD,Richland,Richland,WA,US,46.3056394,-119.3041894,America/Los_Angeles,WEST
KRME,Rome Griffiss,Rome,NY,US,43.2337994,-75.4070258,America/New_York,EAST
KRMG,Richard B Russell Rgnl - J H Towers Fld,Rome,GA,US,34.3507778,-85.1586667,America/New_York,EAST
KRMN,Stafford Rgnl,Stafford,VA,US,38.3981111,-77.4554722,America/New_York,EAST
KRMY,Brooks Fld,Marshall,MI,US,42.2511932,-84.9554443,America/Detroit,EAST
KRNC,Warren County Meml,Mc Minnville,TN,US,35.6986989,-85.8438203,America/Chicago,EAST
KRNH,New Richmond Rgnl,New Richmond,WI,US,45.1477778,-92.5391667,America/Chicago,EAST
KRNM,Ramona,Ramona,CA,US,33.0391667,-116.91525,America/Los_Angeles,WEST
KRNO,Reno/Tahoe Intl,Reno,NV,US,39.4991111,-119.7681111,America/Los_Angeles,WEST
KRNP,Owosso Community,Owosso,MI,US,42.9929722,-84.1385,America/Detroit,EAST
KRNT,Renton Muni,Renton,WA,US,47.4931389,-122.21575,America/Los_Angeles,WEST
KRNV,Cleveland Muni,Cleveland,MS,US,33.7625278,-90.7579444,America/Chicago,EAST
KROA,Roanoke Rgnl,Roanoke,VA,US,37.3254722,-79.9754167,America/New_York,EAST
KROC,Frederick Douglass/Greater Rochester Intl,Rochester,NY,US,43.1191436,-77.6718689,America/New_York,EAST
KROG,Rogers Executive,Rogers,AR,US,36.3724167,-94.1069722,America/Chicago,WEST
KROS,Rush City Rgnl,Rush City,MN,US,45.6971542,-92.9521756,America/Chicago,EAST
KROW,Roswell Air Center,Roswell,NM,US,33.2998775,-104.5294031,America/Denver,WEST
KROX,Roseau Municipal,Roseau,MN,US,48.85625,-95.6969444,America/Chicago,WEST
KRPB,Belleville Muni,Belleville,KS,US,39.8177597,-97.6595864,America/Chicago,WEST
KRPD,Rice Lake Rgnl,Rice Lake,WI,US,45.4201111,-91.7733333,America/Chicago,EAST
KRPH,Graham Muni,Graham,TX,US,33.1107222,-98.5547778,America/Chicago,WEST
KRPJ,Rochelle Municipal,Rochelle,IL,US,41.8926389,-89.0796111,America/Chicago,EAST
KRPX,Roundup,Roundup,MT,US,46.475,-108.5434167,America/Denver,WEST
KRQB,Roben-Hood,Big Rapids,MI,US,43.7226389,-85.5040556,America/Detroit,EAST
KRQE,Window Rock,Window Rock,AZ,US,35.6520556,-109.0673889,America/Denver,WEST
KRQO,El Reno Rgnl,El Reno,OK,US,35.4727222,-98.00575,America/Chicago,WEST
KRRL,Merrill Muni,Merrill,WI,US,45.1989167,-89.7128611,America/Chicago,EAST
KRRQ,Rock Rapids Muni,Rock Rapids,IA,US,43.4522211,-96.1797769,America/Chicago,WEST
KRRT,Warroad Intl Meml,Warroad,MN,US,48.9414722,-95.3484722,America/Chicago,WEST
KRSL,Russell Muni,Russell,KS,US,38.8713636,-98.8116037,America/Chicago,WEST
KRSN,Ruston Rgnl,Ruston,LA,US,32.5132247,-92.5884447,America/Chicago,WEST
KRST,Rochester Intl,Rochester,MN,US,43.9082778,-92.5000278,America/Chicago,WEST
KRSV,Crawford County,Robinson,IL,US,39.0160278,-87.6497778,America/Chicago,EAST
KRSW,Southwest Florida Intl,Fort Myers,FL,US,26.5361639,-81.755155,America/New_York,EAST
KRTN,Raton Muni/Crews Fld,Raton,NM,US,36.7424392,-104.5017264,America/Denver,WEST
KRTS,Reno/Stead,Reno,NV,US,39.6681769,-119.8764396,America/Los_Angeles,WEST
KRUE,Russellville Rgnl,Russellville,AR,US,35.2592831,-93.0926222,America/Chicago,WEST
KRUG,Rugby Muni,Rugby,ND,US,48.3903611,-100.0242778,America/Chicago,WEST
KRUQ,Mid-Carolina Rgnl,Salisbury,NC,US,35.6458833,-80.5202917,America/New_York,EAST
KRUT,Rutland/Southern Vermont Rgnl,Rutland,VT,US,43.5297303,-72.9496261,America/New_York,EAST
KRVJ,Reidsville Municipal,Reidsville,GA,US,32.0594872,-82.1535767,America/New_York,EAST
KRVL,Mifflin County,Reedsville,PA,US,40.6773889,-77.6268333,America/New_York,EAST
KRVN,Hawkins County,Rogersville,TN,US,36.4575792,-82.8850342,America/New_York,EAST
KRVS,Tulsa Riverside,Tulsa,OK,US,36.0395839,-95.9845953,America/Chicago,WEST
KRWF,Redwood Falls Muni,Redwood Falls,MN,US,44.546889,-95.082,America/Chicago,WEST
KRWI,Rocky Mount/Wilson Rgnl,Rocky Mount,NC,US,35.8562528,-77.8919333,America/New_York,EAST
KRWL,Rawlins Muni/Harvey Fld,Rawlins,WY,US,41.8057222,-107.2003333,America/Denver,WEST
KRWN,Arens Fld,Winamac,IN,US,41.0922631,-86.6128711,America/Indiana/Winamac,EAST
KRWV,Caldwell Muni,Caldwell,TX,US,30.5154743,-96.7040858,America/Chicago,WEST
KRXE,Rexburg-Madison County,Rexburg,ID,US,43.8339167,-111.8051111,America/Boise,WEST
KRYN,Ryan Fld,Tucson,AZ,US,32.1422111,-111.1745792,America/Phoenix,WEST
KRYV,Watertown Muni,Watertown,WI,US,43.1696389,-88.7232222,America/Chicago,EAST
KRYW,Lago Vista Tx/Rusty Allen,Lago Vista,TX,US,30.4985833,-97.9694722,America/Chicago,WEST
KRYY,Cobb County International,Kennesaw,GA,US,34.0131667,-84.5970278,America/New_York,EAST
KRZL,Jasper County,Rensselaer,IN,US,40.9478237,-87.1826481,America/Chicago,EAST
KRZN,Burnett County,Siren,WI,US,45.8234639,-92.3736931,America/Chicago,EAST
KRZR,Cleveland Rgnl Jetport,Cleveland,TN,US,35.2123364,-84.7991989,America/New_York,EAST
KRZT,Ross County,Chillicothe,OH,US,39.4404167,-83.0230556,America/New_York,EAST
KS10,Flying R.N.,Valley Center,KS,US,37.860012,-97.245873,America/Chicago,WEST
KS28,Intl Peace Garden,Dunseith,North Dakota,US,48.996667,-100.043333,America/Chicago,WEST
KS60,Kenmore Air Harbor,Kenmore,Washington,US,47.755,-122.26,America/Los_Angeles,WEST
KS93,Dickson - Private,Reading,KS,US,38.645842,-95.989157,America/Chicago,WEST
KSAA,Shively Fld,Saratoga,WY,US,41.4435278,-106.8275278,America/Denver,WEST
KSAC,Sacramento Exec,Sacramento,CA,US,38.5128611,-121.4933003,America/Los_Angeles,WEST
KSAD,Safford Rgnl/1lt Duane Spalsbury Fld,Safford,AZ,US,32.8533411,-109.6350819,America/Phoenix,WEST
KSAF,Santa Fe Regional,Santa Fe,NM,US,35.6171111,-106.0894167,America/Denver,WEST
KSAN,San Diego Intl,San Diego,CA,US,32.7335628,-117.1896633,America/Los_Angeles,WEST
KSAR,Sparta Community,Sparta,IL,US,38.1488636,-89.6985039,America/Chicago,EAST
KSAT,San Antonio Intl,San Antonio,TX,US,29.5339583,-98.4690569,America/Chicago,WEST
KSAV,Savannah/Hilton Head Intl,Savannah,GA,US,32.1275833,-81.2021389,America/New_York,EAST
KSAW,Marquette/Sawyer Rgnl,Marquette,MI,US,46.3491583,-87.3963717,America/Detroit,EAST
KSAZ,Staples Muni,Staples,MN,US,46.3808794,-94.8066017,America/Chicago,EAST
KSBA,Santa Barbara Muni,Santa Barbara,CA,US,34.4261917,-119.8414928,America/Los_Angeles,WEST
KSBD,San Bernardino Intl,San Bernardino,CA,US,34.0953611,-117.2348889,America/Los_Angeles,WEST
KSBM,Sheboygan County Meml Intl,Sheboygan,WI,US,43.7697778,-87.8517222,America/Chicago,EAST
KSBN,South Bend Intl,South Bend,IN,US,41.7082239,-86.3173375,America/Indiana/Indianapolis,EAST
KSBO,East Georgia Rgnl,Swainsboro,GA,US,32.6091389,-82.3699444,America/New_York,EAST
KSBP,San Luis Obispo County Rgnl,San Luis Obispo,CA,US,35.2372725,-120.6426028,America/Los_Angeles,WEST
KSBS,Steamboat Sprgs,Steamboat Springs,CO,US,40.5162608,-106.8663017,America/Denver,WEST
KSBU,Blue Earth Muni,Blue Earth,MN,US,43.5953611,-94.0928611,America/Chicago,WEST
KSBX,Shelby,Shelby,MT,US,48.5406944,-111.87125,America/Denver,WEST
KSBY,Salisbury Rgnl,Salisbury,MD,US,38.3401894,-75.5094781,America/New_York,EAST
KSCA,Sidney Muni,Sidney,OH,US,40.2412778,-84.1478611,America/New_York,EAST
KSCB,Scribner State,Scribner,NE,US,41.6103333,-96.6298611,America/Chicago,WEST
KSCD,Sylacauga Municipal,Sylacauga,AL,US,33.1718333,-86.3055278,America/Chicago,EAST
KSCH,Schenectady County,Schenectady,NY,US,42.8527183,-73.9295644,America/New_York,EAST
KSCK,Stockton Metro,Stockton,CA,US,37.8944103,-121.23874,America/Los_Angeles,WEST
KSCR,Siler City Muni,Siler City,NC,US,35.7042745,-79.5042976,America/New_York,EAST
KSCX,Scott Muni,Oneida,TN,US,36.4556919,-84.58575,America/New_York,EAST
KSDA,Shenandoah Muni,Shenandoah,IA,US,40.7515872,-95.4136242,America/Chicago,WEST
KSDC,Williamson/Sodus,Williamson/Sodus,NY,US,43.2345975,-77.1194639,America/New_York,EAST
KSDF,Muhammad Ali Intl,Louisville,KY,US,38.174085,-85.7364936,America/New_York,EAST
KSDL,Scottsdale,Scottsdale,AZ,US,33.6228889,-111.9105278,America/Phoenix,WEST
KSDM,Brown Fld Muni,San Diego,CA,US,32.5722778,-116.9801667,America/Los_Angeles,WEST
KSDY,Sidney-Richland Rgnl,Sidney,MT,US,47.7068611,-104.1925556,America/Denver,WEST
KSEA,Seattle-Tacoma Intl,Seattle,WA,US,47.4498889,-122.3117778,America/Los_Angeles,WEST
KSEE,Gillespie Fld,San Diego/El Cajon,CA,US,32.8262222,-116.9724444,America/Los_Angeles,WEST
KSEF,Sebring Rgnl,Sebring,FL,US,27.4563889,-81.3423889,America/New_York,EAST
KSEG,Penn Valley,Selinsgrove,PA,US,40.8212347,-76.8641722,America/New_York,EAST
KSEM,Craig Fld,Selma,AL,US,32.3439467,-86.9878056,America/Chicago,EAST
KSEP,Stephenville Clark Rgnl,Stephenville,TX,US,32.2153333,-98.1776667,America/Chicago,WEST
KSER,Freeman Muni,Seymour,IN,US,38.9242564,-85.9097206,America/Indiana/Indianapolis,EAST
KSET,St Charles County Rgnl/Smartt Fld,St Charles,MO,US,38.9296944,-90.4299722,America/Chicago,WEST
KSEZ,Sedona,Sedona,AZ,US,34.8485892,-111.7884475,America/Phoenix,WEST
KSFB,Orlando Sanford Intl,Orlando,FL,US,28.7771781,-81.2349139,America/New_York,EAST
KSFF,Felts Fld,Spokane,WA,US,47.6829406,-117.3224261,America/Los_Angeles,WEST
KSFM,Sanford Seacoast Rgnl,Sanford,ME,US,43.3938056,-70.708,America/New_York,EAST
KSFO,"San Francisco Int''l",San Francisco,CA,US,37.6188056,-122.3754167,America/Los_Angeles,WEST
KSFQ,Suffolk Exec,Suffolk,VA,US,36.6828884,-76.5996232,America/New_York,EAST
KSFY,Tri-Township,Savanna,IL,US,42.0458333,-90.1079444,America/Chicago,EAST
KSFZ,North Central State,Smithfield,RI,US,41.92075,-71.4914167,America/New_York,EAST
KSGF,Springfield,Springfield,MO,US,37.2456614,-93.3886269,America/Chicago,WEST
KSGH,Springfield/Beckley Muni,Springfield,OH,US,39.8402778,-83.8401667,America/New_York,EAST
KSGJ,Northeast Florida Rgnl,St Augustine,FL,US,29.9592503,-81.3397292,America/New_York,EAST
KSGR,Sugar Land Rgnl,Houston,TX,US,29.6222486,-95.6565342,America/Chicago,WEST
KSGS,So St Paul Municipal,South St Paul,MN,US,44.8571389,-93.0328611,America/Chicago,EAST
KSGT,Stuttgart Muni Carl Humphrey Fld,Stuttgart,AR,US,34.5994785,-91.5750003,America/Chicago,WEST
KSGU,St George Rgnl,St George,UT,US,37.0363781,-113.5103028,America/Denver,WEST
KSHD,Shenandoah Valley Rgnl,Staunton/Waynesboro/Harrisonburg,VA,US,38.2638333,-78.8964444,America/New_York,EAST
KSHL,Sheldon Rgnl,Sheldon,IA,US,43.2083889,-95.8334167,America/Chicago,WEST
KSHN,Sanderson Fld,Shelton,WA,US,47.2335556,-123.1475556,America/Los_Angeles,WEST
KSHR,Sheridan County,Sheridan,WY,US,44.7691944,-106.9802778,America/Denver,WEST
KSHV,Shreveport Rgnl,Shreveport,LA,US,32.4465153,-93.82604,America/Chicago,WEST
KSIF,Rockingham Co,Reidsville,NC,US,36.4372164,-79.8510097,America/New_York,EAST
KSIK,Sikeston Meml Muni,Sikeston,MO,US,36.8988889,-89.56175,America/Chicago,WEST
KSIV,Sullivan County,Sullivan,IN,US,39.1147125,-87.4483292,America/Indiana/Indianapolis,EAST
KSIY,Siskiyou County,Montague,CA,US,41.7814444,-122.4681111,America/Los_Angeles,WEST
KSJC,"San Jose Int''l",San Jose,CA,US,37.3629947,-121.9286206,America/Los_Angeles,WEST
KSJN,St Johns Industrial,St Johns,AZ,US,34.5185556,-109.37875,America/Phoenix,WEST
KSJS,Big Sandy Rgnl,Prestonsburg,KY,US,37.7509603,-82.6367317,America/New_York,EAST
KSJT,San Angelo Rgnl,San Angelo,TX,US,31.3577483,-100.4963042,America/Chicago,WEST
KSJX,Beaver Island,Beaver Island,MI,US,45.6922222,-85.5666111,America/Detroit,EAST
KSKF,Kelly Field,San Antonio,TX,US,29.3842333,-98.5811167,America/Chicago,WEST
KSKI,Sac City Muni,Sac City,IA,US,42.3790556,-94.9796111,America/Chicago,WEST
KSKX,Taos Rgnl,Taos,NM,US,36.4516944,-105.6730833,America/Denver,WEST
KSLB,Storm Lake Muni,Storm Lake,IA,US,42.5972349,-95.2406656,America/Chicago,WEST
KSLC,Salt Lake City Intl,Salt Lake City,UT,US,40.7883933,-111.9777733,America/Denver,WEST
KSLE,Mcnary Fld,Salem,OR,US,44.9095278,-123.0025,America/Los_Angeles,WEST
KSLG,Smith Fld,Siloam Springs,AR,US,36.1918611,-94.49,America/Chicago,WEST
KSLH,Cheboygan County,Cheboygan,MI,US,45.6537378,-84.5192978,America/Detroit,EAST
KSLK,Adirondack Rgnl,Saranac Lake,NY,US,44.3853081,-74.2061814,America/New_York,EAST
KSLN,Salina Rgnl,Salina,KS,US,38.7906111,-97.6522222,America/Chicago,WEST
KSLO,Salem-Leckrone,Salem,IL,US,38.6428722,-88.9641853,America/Chicago,EAST
KSLR,Sulphur Springs Muni,Sulphur Springs,TX,US,33.1598333,-95.6211389,America/Chicago,WEST
KSMD,Smith Fld,Fort Wayne,IN,US,41.1433611,-85.1527778,America/Indiana/Indianapolis,EAST
KSME,Somerset-Pulaski Co,Somerset,KY,US,37.0535833,-84.6156389,America/New_York,EAST
KSMF,Sacramento Intl,Sacramento,CA,US,38.6954444,-121.5907778,America/Los_Angeles,WEST
KSMN,Lemhi County Airport,Salmon,ID,US,45.1148,-113.888,America/Boise,WEST
KSMO,Santa Monica Muni,Santa Monica,CA,US,34.0158219,-118.4513061,America/Los_Angeles,WEST
KSMQ,Somerset,Somerville,NJ,US,40.6259806,-74.6700316,America/New_York,EAST
KSMS,Sumter,Sumter,SC,US,33.9950256,-80.3613289,America/New_York,EAST
KSMX,Santa Maria,Santa Maria,CA,US,34.8999444,-120.4580833,America/Los_Angeles,WEST
KSNA,John Wayne,Santa Ana,CA,US,33.6756619,-117.8682331,America/Los_Angeles,WEST
KSNC,Chester,Chester,CT,US,41.3837094,-72.5057872,America/New_York,EAST
KSNH,Savannah-Hardin County,Savannah,TN,US,35.1702464,-88.2167261,America/Chicago,EAST
KSNK,Winston Fld,Snyder,TX,US,32.6933889,-100.9504722,America/Chicago,WEST
KSNL,Shawnee Rgnl,Shawnee,OK,US,35.3573056,-96.9428333,America/Chicago,WEST
KSNS,Salinas Muni,Salinas,CA,US,36.6624108,-121.6071536,America/Los_Angeles,WEST
KSNY,Sidney Municipal,Sidney,NE,US,41.0997608,-102.9849931,America/Denver,WEST
KSOA,Sonora Muni,Sonora,TX,US,30.5856944,-100.6485556,America/Chicago,WEST
KSOP,Moore County,Pinehurst/Southern Pines,NC,US,35.2374225,-79.3890336,America/New_York,EAST
KSOW,Show Low Rgnl,Show Low,AZ,US,34.2654717,-110.0056625,America/Phoenix,WEST
KSPA,Spartanburg Dntn Mem,Spartanburg,SC,US,34.9164167,-81.9557778,America/New_York,EAST
KSPB,Scappoose,Scappoose,OR,US,45.7710278,-122.8618333,America/Los_Angeles,WEST
KSPF,Black Hills,Spearfish,SD,US,44.4810556,-103.786,America/Denver,WEST
KSPG,Albert Whitted,St Petersburg,FL,US,27.7651142,-82.6269397,America/New_York,EAST
KSPH,Springhill,Springhill,LA,US,32.9837222,-93.4091667,America/Chicago,WEST
KSPI,Abraham Lincoln Capital,Springfield,IL,US,39.8446136,-89.6775467,America/Chicago,EAST
KSPS,Sheppard AFB ,Wichita Falls,TX,US,33.9888028,-98.4919028,America/Chicago,WEST
KSPW,Spencer Muni,Spencer,IA,US,43.1656389,-95.2028056,America/Chicago,WEST
KSPZ,Silver Springs,Silver Springs,NV,US,39.4030556,-119.2511944,America/Los_Angeles,WEST
KSQI,Whiteside Co,Sterling/Rockfalls,IL,US,41.7428333,-89.6762778,America/Chicago,EAST
KSQL,San Carlos,San Carlos,CA,US,37.5118611,-122.2495311,America/Los_Angeles,WEST
KSRB,Upper Cumberland Rgnl,Sparta,TN,US,36.0567378,-85.5301061,America/Chicago,EAST
KSRC,Searcy Rgnl,Searcy,AR,US,35.2106097,-91.7375394,America/Chicago,WEST
KSRE,Seminole Muni,Seminole,OK,US,35.2744594,-96.6753789,America/Chicago,WEST
KSRQ,Sarasota/Bradenton Intl,Sarasota/Bradenton,FL,US,27.3954444,-82.5543889,America/New_York,EAST
KSRR,Sierra Blanca Rgnl,Ruidoso,NM,US,33.4609444,-105.5301389,America/Denver,WEST
KSSF,Stinson Muni,San Antonio,TX,US,29.3369814,-98.4710444,America/Chicago,WEST
KSSI,St Simons Island,St Simons Island,GA,US,31.1519664,-81.3910597,America/New_York,EAST
KSSQ,Shell Lake Muni,Shell Lake,WI,US,45.7313814,-91.9206622,America/Chicago,EAST
KSTC,St Cloud Rgnl,St Cloud,MN,US,45.5462222,-94.0593889,America/Chicago,EAST
KSTE,Stevens Point Muni,Stevens Point,WI,US,44.5451356,-89.5302844,America/Chicago,EAST
KSTF,George M Bryan,Starkville,MS,US,33.4331111,-88.8486111,America/Chicago,EAST
KSTJ,Rosecrans Meml,St Joseph,MO,US,39.7719444,-94.9097056,America/Chicago,WEST
KSTK,Sterling Muni,Sterling,CO,US,40.6142981,-103.2642611,America/Denver,WEST
KSTL,St Louis Lambert Intl,St Louis,MO,US,38.7486982,-90.3700257,America/Chicago,WEST
KSTP,St Paul Holman Fld,St Paul,MN,US,44.9346225,-93.0603424,America/Chicago,EAST
KSTS,Schulz-Sonoma County,Santa Rosa,CA,US,38.5096944,-122.8128889,America/Los_Angeles,WEST
KSUA,Witham Fld,Stuart,FL,US,27.1816992,-80.2212933,America/New_York,EAST
KSUD,Stroud Muni,Stroud,OK,US,35.7895833,-96.6556667,America/Chicago,WEST
KSUE,Door County Cherryland,Sturgeon Bay,WI,US,44.8436667,-87.4215278,America/Chicago,EAST
KSUN,Sun Valley/Friedman Meml,Hailey,ID,US,43.5037806,-114.2955583,America/Boise,WEST
KSUO,Rosebud Sioux Tribal,Rosebud,SD,US,43.2584572,-100.8594936,America/Chicago,WEST
KSUS,Spirit of St Louis,St Louis,MO,US,38.6621111,-90.6520556,America/Chicago,WEST
KSUT,Cape Fear Rgnl Jetport/Howie Franklin Fld,Oak Island,NC,US,33.9308156,-78.0733636,America/New_York,EAST
KSUW,Richard I Bong,Superior,WI,US,46.6896841,-92.094642,America/Chicago,EAST
KSUX,Sioux Gateway,Sioux City,IA,US,42.4013094,-96.3844181,America/Chicago,WEST
KSUZ,Saline County Rgnl,Benton,AR,US,34.5903889,-92.4794444,America/Chicago,WEST
KSVC,Grant County,Silver City,NM,US,32.6365469,-108.156385,America/Denver,WEST
KSVE,Susanville Muni,Susanville,CA,US,40.3756944,-120.5726944,America/Los_Angeles,WEST
KSVH,Statesville Rgnl,Statesville,NC,US,35.7649967,-80.9539,America/New_York,EAST
KSWF,New York Stewart Intl,New Windsor,NY,US,41.5041111,-74.1048333,America/New_York,EAST
KSWI,Sherman Muni,Sherman,TX,US,33.6241389,-96.5861389,America/Chicago,WEST
KSWO,Stillwater Rgnl,Stillwater,OK,US,36.1613894,-97.0858933,America/Chicago,WEST
KSWT,Seward Muni,Seward,NE,US,40.8647222,-97.1092222,America/Chicago,WEST
KSWW,Avenger Fld,Sweetwater,TX,US,32.4673611,-100.4665556,America/Chicago,WEST
KSXL,Summersville,Summersville,WV,US,38.2316389,-80.8708056,America/New_York,EAST
KSXU,Santa Rosa Route 66,Santa Rosa,NM,US,34.9356721,-104.6425638,America/Denver,WEST
KSYF,Cheyenne County Muni,St Francis,KS,US,39.759844,-101.794881,America/Chicago,WEST
KSYI,Shelbyville Muni,Shelbyville,TN,US,35.5594,-86.4424719,America/Chicago,EAST
KSYM,Morehead-Rowan County Clyde a Thomas Rgnl,Morehead,KY,US,38.215,-83.5876111,America/New_York,EAST
KSYR,Syracuse Hancock Intl,Syracuse,NY,US,43.1111811,-76.1063203,America/New_York,EAST
KSYV,Sylvester,Sylvester,GA,US,31.5571547,-83.8940364,America/New_York,EAST
KSZP,Santa Paula,Santa Paula,CA,US,34.3470176,-119.0616166,America/Los_Angeles,WEST
KSZT,Sandpoint,Sandpoint,ID,US,48.2995278,-116.5601389,America/Los_Angeles,WEST
KSZY,Robert Sibley,Selmer,TN,US,35.2029444,-88.4983611,America/Chicago,EAST
KTAD,Perry Stokes,Trinidad,CO,US,37.2592236,-104.3408614,America/Denver,WEST
KTAN,Taunton Muni - King Fld,Taunton,MA,US,41.8744674,-71.0163165,America/New_York,EAST
KTAZ,Taylorville Muni,Taylorville,IL,US,39.5325855,-89.3307069,America/Chicago,EAST
KTBN,Waynesville Rgnl ,Fort Leonard Wood,MO,US,37.7416389,-92.1407222,America/Chicago,WEST
KTBR,Statesboro-Bulloch County,Statesboro,GA,US,32.48275,-81.7369444,America/New_York,EAST
KTCC,Tucumcari Muni,Tucumcari,NM,US,35.182778,-103.603194,America/Denver,WEST
KTCL,Tuscaloosa National Airport,Tuscaloosa,AL,US,33.2206289,-87.6114039,America/Chicago,EAST
KTCS,Truth Or Consequences Muni,Truth Or Consequences,NM,US,33.2353611,-107.2698889,America/Denver,WEST
KTCY,Tracy Muni,Tracy,CA,US,37.6888953,-121.4415747,America/Los_Angeles,WEST
KTDF,Raleigh Rgnl At Person County,Roxboro,NC,US,36.2846111,-78.9846389,America/New_York,EAST
KTDO,South Lewis Co,Toledo,WA,US,46.4771675,-122.8064789,America/Los_Angeles,WEST
KTDW,Tradewind,Amarillo,TX,US,35.1698889,-101.8258611,America/Chicago,WEST
KTDZ,Toledo Exec,Toledo,OH,US,41.5649444,-83.4822222,America/New_York,EAST
KTEB,Teterboro,Teterboro,NJ,US,40.8501111,-74.0608333,America/New_York,EAST
KTEL,Perry County Muni,Tell City,IN,US,38.0188611,-86.6924167,America/Indiana/Tell_City,EAST
KTEW,Mason Jewett Fld,Mason,MI,US,42.5657678,-84.4232061,America/Detroit,EAST
KTEX,Telluride Rgnl,Telluride,CO,US,37.9538056,-107.90875,America/Denver,WEST
KTFP,Mccampbell-Porter,Ingleside,TX,US,27.9130317,-97.2114872,America/Chicago,WEST
KTGC,Gibson County,Trenton,TN,US,35.9324547,-88.8489403,America/Chicago,EAST
KTGI,Tangier Island,Tangier,VA,US,37.8258653,-75.9976625,America/New_York,EAST
KTHA,Tullahoma Rgnl,Tullahoma,TN,US,35.3801253,-86.2467783,America/Chicago,EAST
KTHM,Thompson Falls,Thompson Falls,MT,US,47.5734978,-115.2806561,America/Denver,WEST
KTHV,York,York,PA,US,39.917,-76.8730278,America/New_York,EAST
KTIF,Thomas County,Thedford,NE,US,41.9627083,-100.5703056,America/Chicago,WEST
KTIP,Rantoul Natl Avn Cntr,Rantoul,IL,US,40.2935556,-88.1423889,America/Chicago,EAST
KTIW,Tacoma Narrows,Tacoma,WA,US,47.2679444,-122.5781111,America/Los_Angeles,WEST
KTIX,Space Coast Rgnl,Titusville,FL,US,28.5148056,-80.7992222,America/New_York,EAST
KTKC,Tracy Muni,Tracy,MN,US,44.249114,-95.607261,America/Chicago,WEST
KTKI,McKinney National,Dallas,TX,US,33.1770653,-96.5887667,America/Chicago,WEST
KTKO,Mankato,Mankato,KS,US,39.80279,-98.2211619,America/Chicago,WEST
KTKV,Tomahawk Rgnl,Tomahawk,WI,US,45.4693611,-89.8048889,America/Chicago,EAST
KTKX,Kennett Memorial,Kennett,MO,US,36.2258619,-90.0366411,America/Chicago,WEST
KTLH,Tallahassee Intl,Tallahassee,FL,US,30.3967542,-84.3508689,America/New_York,EAST
KTLR,Mefford Field,Tulare,CA,US,36.156583,-119.326556,America/Los_Angeles,WEST
KTMA,Henry Tift Myers,Tifton,GA,US,31.4295556,-83.4892222,America/New_York,EAST
KTMB,Miami Exec,Miami,FL,US,25.6475637,-80.4332246,America/New_York,EAST
KTME,Houston Exec,Houston,TX,US,29.8050278,-95.8978889,America/Chicago,WEST
KTMK,Tillamook,Tillamook,OR,US,45.41825,-123.8143889,America/Los_Angeles,WEST
KTNP,Twentynine Palms,Twentynine Palms,CA,US,34.1315833,-115.9458056,America/Los_Angeles,WEST
